text,sentiment
"Volcano is set in Los Angeles where a minor earthquake has just hit, vacationing boss of the O.E.M. (the Offcie of Emergency Management) Mike Roark (Tommy Lee Jones) decides to cut his holiday short & go in, once there he sees that everything is alright but then drives off to the epicentre of the quake where seven underground workers have been killed by a fire or intense heat of some kind. Mike isn't sure what to think so he brings geologist Dr. Amy Barnes (Anne Heche) in to try & explain things, unfortunately a huge underground river of molten lava has been released after the quake & erupts at the La Brea Tar Pits sending the lava pouring out into the city streets engulfing anything & everything it touches in flames. Mike, his men & the emergency services have their work cut out trying to stop the river of lava & save as many lives as possible...Directed by Mick Jackson this was the second big budget disaster flick revolving around the idea of an erupting Volcano during 1997 with Dante's Peak (1997) being released a mere two months or so before Volcano was & while Dante's peak is hardly any sort of masterpiece at least it's slightly better & more plausible than Volcano is. The script here is total nonsense & is not based in reality at all, underground rivers of lava that seem to appear & then disappear just as quick, various character's standing inches from a river of lava yet not being affected by the heat (when that guy is on the train the metal seats around him start melting but he remains perfectly fine, as far as I am aware human skin is not as heat resistant as metal, is it?) & it constantly happens, helicopters flying is clouds of ash (in reality it would be impossible), one simple blockade at the end of a street will stop the flowing lava (what about down the other streets & other directions?), being able to blow a perfect trench in a street & then blowing a huge building up to make a massive dam & when Kelly sees the lava heading towards her car she gets out just like anyone would but then for some reason just stands there & watches two firemen get burned to death & waits for her dad to save her even though by this stage her leg has caught fire, despite all those concrete blocks being placed together to make a barrier in less than twenty minutes the guy's do such a great job not one bit of molten lava manages to seep through & loads more besides like that massive building falling on Tommy Lee & his daughter yet then both being fine afterwards. The character's are awful too although they were not as clichéd as usual with no romance blossoming between Tommy Lee & Anne Heche & minimal city official's who try to shut Tommy Lee & Anne Heche up before the event labelling them scaremongers. There's a few badly written & at times embarrassing moral moments as Los Angeles pulls together, the black guy & that semi racist cop who warm to each other & by the end are wishing each other well & that little kid at the end when he says 'everyone looks the same' is cringe worthy & is surely a ham-fisted attempt & trying to say whatever colour we are we are still human beings & we can all get along in time of a crisis as it brings people together. Having said that I think Volcano is one of those so bad it's good films, it entertains & it moves along at a decent pace but just don't expect anything grounded in reality or any human drama either.I suppose a film like Volcano could be seen as an updating of a 70's disaster film such as The Poseidon Adventure (1972) or Earthquake (1974) but on a huge budget with modern effects work. Speaking of the effects they are alright but none stand out that much & the set-pieces are also surprisingly forgettable, sure there are a few impressive explosions & a few OK river of lava flowing through Los Angeles effects but little else. Generally Volcano just isn't very exciting & while occasionally unintentionally funny & completely ridiculous it doesn't really work in the way the makers intended.With a supposed budget of about $90,000,000 it opened to a little under $15,000,000 at the box-office, it looks alright & there's lots of fire but nothing stands out & Volcano is a pretty forgettable film overall. Filmed in Los Angeles I think most of the places featured here were shot at their real life locations. The cast go through the motions with some terrible dialogue & ridiculous set-pieces to contend with, Tommy Lee Jones deserves better than this.Volcano is a bit of a disaster in both senses, it is a disaster themed film that ended up a bit of disaster itself. Worth it for a few unintentional laughs & the ridiculousness of it all but it's nothing great & I doubt I would ever want to see it again.",neg
"Pretty twisted Horror film, that has a few good moments here and there, with some creepy Blood transfusion scenes, however it's just too dull for it's own good. All the characters are OK, and the story while had a lot of potential is rather dull, however the blood transfusion scenes looked frighteningly real, and as a result they were extremely disturbing. It's well made and decently written, and it started out really interesting, but it just couldn't keep up the pace, plus I found the ending to be disappointing. Linnea Quigley has no more then a very small role in this so, I was also disappointed about that, and Stephen Knight does a good job as the lead, as he was pretty twisted, plus I got this in a DVD Horror set called A Taste Of Evil, along with a bunch of other Horror films. There is lots of blood,however it's not all that gory, and for it's low budget it was pretty well done, however as I said it just couldn't sustain it's interest. This is a pretty twisted Horror film, that has a few good moments here and there, with some creepy blood transfusion scenes, however it's just too dull for it's own good, I would pass,but I guess it's worth a watch if you have nothing better to do. The Direction is OK. Elly Kenner&Norman Thaddeus Vane do an OK job here with decent camera work, and doing a good job on it's low budget, however the pace is too inconsistent for my liking. The Acting is actually alright. Stephen Knight is great as the lead, he was creepy, twisted, sick, and gave a very creepy performance, the most creepy thing about it though was he seemed like a normal person. Linnea Quigley did well in her small role. Christopher McDonald is OK I guess sin his short time. Rest of the cast are OK as well. Overall I would pass, but I guess it's worth a watch if you have nothing absolutely better to do. *1/2 out of 5",neg
"Final Draft - A screenwriter (James Van Der Beek) locks himself into his apartment and succumbs to psychosis in an attempt to write a horror script. Not a terrible premise, but the execution is awful. This feels like a first year direction and writing job, and probably is. The director jump cuts the hell out of everything. It's meant to be disorienting. What it IS is annoying. So much so that small chunks of film are incoherent. The writing is predictable, and doesn't use follow through on most of the ideas it offers (bag of oranges). It's like they ran out of time and slap-dashed it together for the Toronto Film Festival.This film is not jaw-droppingly ""oh my god it's so bad it's good"" bad. It's boring bad, and irritates you for a long time afterward. James Van Der Beek is not a terrible actor, and keeps the ship barely above water. But he's too normal for the kind of psychosis the film tries to offer. He is merely a withdrawn guy who one day sees people and hallucinates things, then decides to act mildly deranged. Cause follows effect. Maybe there's something in the water. Now Darryn Lucio, who plays his ""friend"", is a terrible actor. He shares the likeness of Chris O'Donald and is even more annoying, a superhuman achievement.The atmosphere the film provides is good (dull gray and somber), but as it's the only thing the film achieves it means nothing. This film wants to be Jacob's Ladder or The Machinist. It isn't even Secret Window. It's the preppy girl in class deciding to turn goth.Not irksomely terrible, but the sheer stupidity of it will ebb at you. I've already put more thought into this critique than the filmmakers did for this.D",neg
There was nothing remotely funny about this movie. It makes fun of various sports movies and clichés but nothing about it is remotely funny. Most of the movies they parody doesn't even fit in with the film and are really only their so they can be in it. Non The main actor was well cast in it but that's really the only good thing about this film. Also the various cameos in it were kind of cool to see but i have no idea why they would waste their time being in this piece of garbage. Thank goodness I only spent $4 on it as this is not something worth spending money on. ONly watch if you have absolutely nothing to do or just want to waste an hour and 30 minutes.,neg
"SPOILERS AHEAD------------------------- Mel has got it going on. From the opening credits to the ending credits this movie has straight laughs. Dave Chappel shows why he is a comedic force. Cary Eewes carries the movie most of the time, but the supporting cast fills in strong when the plot is drawn away from Robin Hood. Right from the beginning this movie proclaims it's self not to be taken seriously. If you took a time machine and gave the characters thoughts of modern day antics you would get this movie. What makes this movie special you say? Throughout the movie you see blinken and acuhu walk beside each other becoming great friends as Robin Hood's sidekicks. But, it Blinken is never told or fails to grasp that he is black, until the crowd says "" a black sheriff"", Blinken replays ""He's black"". That is a timeless scene. Simple one of the most enteraining movies of our time.",pos
"Boasting some pretty good Rick Baker-esque special effects and Deran Serafian in a small role, this pretty lame Italian movie deserves some recognition. Cerchi gets some credit for still making gore flicks while most of the other Italian directors (Ruggero Deodato, Sergio Martino, Lamberto Bava, and Enzo G. Castellari) have moved on to lower-key TV movies. As for plankton, it's half Piranha - half The Thing, with people turninging into monsters, raping women, and causing general mayhem. The ultra-grimy, sleazy, and over-sexed feel of the film makes it hard to enjoy. Only available in Italian language work-prints floating around.",neg
"No movie could ever do justice to Faulkner's command of the English language. but they did a pretty good job here. Lucas Beauchamp is exactly the way I pictured him in the book, as is Chick. What the movie couldn't really go into was how Beauchamp wasn't liked by the Negro people either, because he was equally as stubborn. Not that it is a bad thing, but from my take on the book that was his attitude toward the world (yet, I got the feeling it was white society's racism that started it and it spilled over into Negro society, until that became his attitude toward everyone).the best part of the movie is that you get to see Yoknapatawpha county (actually, Oxford, Mississippi) exactly as Faulkner wrote about it (the film was made when Faulkner was alive and writing). It doesn't look that much different today. Because of this alone, the movie is worth a watch considering it is filmed in Faulkner's backyard. A true must see for Faulkner fans.",pos
"There is a LOT of repetitive dialogue in this movie about ""cold spots"" (signaling the presence of a ghost), and characters praying to surround themselves with white light to protect themselves. To recreate the feeling of the movie, I shall repeatedly make references to cold spots throughout this review. I'e seen worse movies than the St. Francisville Experiment, but this may be the most *forgettable* one of all (""it's getting cold!"") Basically some 20-somethings spend the night at a haunted house. This is filmed as a supposedly true documentary. It's obviously not real, but the house does contain some cold spots. SPOILERS- (as if you won't be able to predict most of the plot!). Not much happens in this film. We have the time-honored horror cliche of a cat jumping out of hiding near the beginning, as a ""practice"" scare to warm up the audience. The people wander around with flashlights, occasionally taking a moment to remind the house that they come in peace- that they mean no harm to the spirits (or cold spots) within. Now and then a door will swing shut and startle somebody. Of course , the ouija board makes an appearance. They chat with a ghost named ""Charles"". A girl eats a sandwich with a cockroach in it. More cold spots. Another door swings shut and some guy goes off about the scuff sound of the door. Scuff, scuff, he says. Oh my god, somebody says. ""Surround yourself with white light."" I admit there is a good scene in the attic (where a chair is knocked over by a ghost) that really caught me off guard. But aside from some funny bad dialogue, the chair scene (the actual split-second when it is knocked over, nothing immediately before or after that moment) is the only good thing in this movie. However there are still some cold spots in here. Eventually, the movie ends. Nobody dies. No more details necessary. I wasn't a big fan of Blair Witch Project, but it looks like a masterpiece next to the St. Francisville Experiment. You may find yourself not debating whether or not this is a real documentary, but whether or not it was intended to be funny. I still don't know. But whatever it was intended to be, it failed.",neg
"This movie was fabulous. It is definitely a top 5 hitchcock film. The directing and camera shots are nearly flawless(aside from the dog scene when he licks the guys hand, clearly in slow motion). The plot is well written and realistic. It was very believable that an innocent man could fall into a trap like that. I would rate Bruno as hitchcocks second most interesting character( of course bates is first). Robert Walker plays a very believable maniac. He didnt overact the part which made it believable(much the same how perkins didnt overact his part). Overall this is an excellent movie, an absolute must see for any hitchcock fans. ",pos
"The movie starts in spring 2001. A soldier named John Tyree (Channing Tatum) falls in love with college student Savannah Cutis (Amanda Seyfried) while on break. Within the space of two weeks they fall madly in love with each other (!). But he has to go off to war and she has to go to college. They do but keep in touch by writing to each other. Then 9/11 happens. He wants to reenlist--she wants him to stay home. What will they do? Hysterically bad romantic drama. The leads ARE attractive--Tatum is certainly a handsome man with beautiful green eyes and a hot body (he's introduced walking shirtless out of the water after surfing)...but he can't act. Seyfried is a beautiful woman and she tries...but the dialogue here is horrible. When I saw it me and a friend of mine were fighting hard NOT to laugh out loud at some of the ""romantic"" dialogue at the beginning. It was just HORRIBLE. For the first hour or so I was either bored by the ridiculously predictable drama or amused by the horrendous ""romance"". Then, after that first hour, tragedy kicks in and, I must admit, had me in tears. However the filmmakers go out of their way to make sure that you're crying with death, funerals and meetings with people breaking down in tears. How can you NOT cry? This would have worked if the acting were better. Tatum's face never changes expression--not ONCE! He always had a blank look on his face. Seyfried was a LITTLE better but not much. To make it worse Tatum and Seyfried had no sexual chemistry on screen at all! They barely looked like they liked each other let alone love each other. There was some beautiful photography of the Carolinas but this is a boring and stupid romantic ""drama"". A 1 all the way...and I usually love silly romantic dramas like this!",neg
"At times I really wonder
 when I look at the comments here it seems as if most people have seen a completely different film than I have. I've just seen it... and liked it. Not in the way, that it made me happy, but in the way of having seen a good film!The film needs some patience, yes. And yes, the main character is REALLY annoying, but that I'm sure is by intention.Maybe it really makes a difference if you watch this film in a cinema or at home. Most people watch films at home like they are listening to elevator music. This movie definitely doesn't fit as background noise.And no. Good directing doesn't mean having five laughs or explosions a second. Good directing means following your subject and keeping the story and actors together. And while that doesn't work out perfectly, at least I think it works quite good.I liked the photography and sets, even if they brink on the surreal at times. The opening scene is really special.I also liked the acting  Guillaume Depardieu is NOT playing Pierre. He is acting the role of a Pierre who is himself playing a role! Pierre is not the romantic hero that he so hard tries to be, he is a presumptuous and self-righteous idiot, a downright weakling who by and by harms all the people he claims to protect. That even his love for truth is simply a pose is beautifully demonstrated by his ongoing lying and not even once asking questions or explaining himself.People are wondering where this or that person came from and other stuff: No character who is seen for more than two scenes is left unexplained, there is enough information scattered throughout the film on everyone.And even the strange building begins to make sense as soon as the target practicing is seen: Remember that Isabelle fled from a war zone - and obviously this is a refuge for fighters in a civil war, most likely Bosnia (which was still going on, when the film was produced). At least that's what is hinted at by the story Isabelle tells Pierre when she first meets him and by the later scene where Pierre shows Isabelle the book with his father on the cover, which is surrounded by books on Bosnia.",pos
"Halloween:The Curse Of Michael Myers is probably the best sequel out of all of the Halloween flicks. Jamie, serial killer Michael Myers' niece, bears a baby who is then taken by the Man In Black from the conclusion of Halloween 5. A kind nurse helps Jamie escapes but Myers quickly tracks her down and kills her. Jamie's baby is found and rescued by Tommy Doyle, one of the kids Jamie Lee babysat in the original film, and Myers arrives in Haddonfield and begins to kill off the Strode clan living in his old house. The film concludes with scenes revealing clues to Michael's evil, the identity of the Man In Black, and a close to the whole Dr. Loomis/Michael Myers storyline. I highly recommend this brilliant horror masterpiece.Halloween:The Curse Of Michael Myers is Rated R for strong graphic violence, extreme gore, brief sexuality, language, and brief nudity.",pos
"The German regional-broadcast-station WDR has shown both ""The General"" and ODC. On Saturday I've seen ""The General"" and I thought, it wasn't very bad, but not very good too. But yesterday I've seen ODC and I switched it off after about an hour. Although Kevin Spacey was the main actor the movie was totally confusing and seems restless. ""The General"" told the story straight and ordered, but ODC just wanted to be cool. There is a reference on the Guy Ritchie Movies ""Lock, Stock and Two Smoking Barrels"" and ""Snatch"", but doesn't have the Coolness of these movies.So, in the end I would rate it 3 of 10!",neg
"The movie is a very good movie.one of the best from Yash raj films.The direction is incredible.The screenplay is brilliant.The story is excellent.It tells about Rahul who is obssed of Kiran his college friend.He is a full blown psycho doing things like talking to his mother on a phone(anyway she died 15 years back) etc.Kiran is engaged to Sunil.Rahul does everything so he can get her.He even trys to kill Sunil but he survives it.He even goes to the place where they are going to their honeymoon.The movie is every nes delight.Shahrukh is superb,Juhi is fairly good,Sunny is average,Anupham is okay and so is Tanvi,Dalip did good.The movie belongs to Srk.The dialogues are brilliant(Shahrukh ones and a lot if not the overacting and comedy).""Jaadu Teri Nazar"" and ""Tu Mere Samne"" are absolutely melodious tracks.",pos
"My original comment on this particular title was deleted, by a IMDb user or the staff, only because I just happen to dislike this film to the point I had to sincerely write what I felt after seeing this poor excuse for a film. where's my freedom of word?Obviously this movie was made by students, 'cos so lame and amateurish it felt. Of course even they have to start from somewhere? The script was incoherent mess and so was the acting. With low budget and b- class actors, what can you expect? There's some CGI in places, so poor, it looks like done with an old PC. Some may say, this is sort of an ""Alien"" clone, only this time it's Dracula (in a vintage costume) who's sucking the other cast dry, one by one. The sets are unconvincing, cheap and small (boiler rooms), although the story takes place in a large space craft. It would be fun to know what the stars (Erika Eleniak, Casper Van Dien, Coolio and Udo Kier) thought about the film after it was released... Coolio must be the worst rapper turned actor ever!It was a total waste of my time and money, don't know why I even bothered to rent this flick. Honestly, I just hate this film. With Uwe Boll's House Of The Dead, Dracula 3000 shares the questionable honor of being the worst movie ever. (Well, I've seen even worse than these two)Avoid! Any other film will do better.",neg
This film just won the best film award at the Cleveland International Film Festival. It's American title apparently is Autumn Spring. The acting is superb. The story takes you into the life of an elderly man who takes what life deals him and spikes it up a little bit. Abetted by his best friend (and partner in not-so-serious crime) he puts people on at every opportunity but still often reveals his heart of gold. His longsuffering wife has come to her wits end and makes a life-changing decision which is heartbreaking to watch. The resolution of the story is beautiful.,pos
"Even die hard John Wayne fans will have to concede that this film is a mess. Wayne's character, John Tobin is after the gang that killed his parents, led by half Apache, half white renegade Pandro Zanti (Earl Dwire), posing as a Mexican. There are almost too many silly plot points to count, but those that stand out include Sheriff Williams (Jack Rockwell) cuffing a captured Zanti around his boot, so all Zanti has to do to get free is remove his boot! Tobin's friend Dusty (George pre-Gabby Hayes) takes a thrown knife in the back, and comes back good as new for the rest of the story. In a chase scene, Tobin rides a makeshift log flume through a drainage trough surrounded by log walls in the middle of a desert, and missing his mark, chases (actually walks after) Zanti on foot through the desert. Zanti seeks relief and drinks from a pool of water, but OOPS!, he didn't see the sign above the waterhole that states ""Don't Drink Poison"". As Zanti collapses dead, Tobin resumes his chase after the remainder of the gang, and captures the whole lot by blowing up a rock wall that seals a secret passage into Dusty's cabin - how convenient.In the closing scene, the new Sheriff Tobin is seen on the phone talking to the new Mrs. Tobin (Sheila Terry), Dusty's daughter Ruby, who earlier in the film was a kidnap target of Zanti's gang. Apparently, the studio was intent on Wayne's getting the girl in virtually every film they made with him, as this type of ending is completely predictable for almost all of Lone Star's films.",neg
"I actually saw this movie at a cinema. At the time, I was working shifts and went there during a matinée on a hot summer day when I couldn't sleep. The cinema was air-conditioned.It was an early multi-screen complex and I somehow got into the wrong venue. I had intended to doze through something else. But as things transpired, there would be no sleeping. Shortly after the wrong movie began, I was additionally disconcerted by a group of female cleaners who came in and used it as their social club. I was the only other person there, and it is a measure of the movie's appeal that they habitually expected the place to be empty and asked me if I minded their presence. I didn't.Within about half an hour, the cleaners' conversation proved to be more interesting than the entertainment I had paid for.This movie oozed out of the screen with the cheesiness of very stale mayonnaise. The kind that has little dark, hairy, tufts growing on the surface. I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning. The cleaners provided an anticipatory cue by putting their fingers in their ears.It was about some city bird going to live in the sticks amongst a load a backwood folk, putting them straight but at the same time being taught a moral lesson or two herself. Like you do. A sort of 'journey of discovery'. There was a sententious smugness about the whole production. In particular, the leading actress had an irritating habit of staring at every hick with a kind of intense beatific compassion, as if she herself were the patron-saint of thickies.And I believe at some stage she wrote a book.Long before the end, I had become fascinated by one of the cleaner's hushed and breathy tails of sexual impropriety.One suspects that there are some to whom sitting quietly for a couple of hours and not having to think, constitutes a meditation. The best that I can say is that I would not want to share their salad.I have never seen this movie advertised as showing on television, which surprises me. It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.If you ever work shifts, be sure to get into the right theatre. Or hope for some cleaning ladies.",neg
"Something strange is happening in Loch Ness. The water is crystal clear, nor cold. A giant robotic plastic monster emerges and kills Scots! What is this movie?! First, I love reading stories about Nessie, sea monsters in general. When i saw this for sale, i thought it was a cheap rip off of jaws. No. It was terrible! The story was pointless, acting was 100% garbage, the only up side was the cool mechanical Nessie they used. It was full of inaccuracy, wrong locations, and bad everything. Not worth your while, just leave it on the shelf (or garbage can) you found it on. On second note, This film was shot in Cailifornia, not Loch Ness, a major diss to Nessie fans.",neg
"The producer, Matt Mochary, stumbled upon the film's subject, Anderson Sa (leader of the AfroReggae music movement), when on a Hewlett Foundation trip to Rio de Janeiro. Mochary was so moved by Sa's story that he called his friend, NYC filmmaker Jim Zimbalist, who quit his job and joined Mochary in Brazil to work on a documentary on Sa, Rio's favelas, and the culture of violence.The first part of the film shows you the culture of violence in Rio's favelas (shantytowns where the poor live) via footage of police raids and assaults on the residents. The footage is graphic and shocking.Rising from the negativity of the favelas is the charismatic Anderson Sa, who overcame a possible career in drug dealing to start the AfroReggae movement, which combines elements of Afro-Brazilian culture, Reggae, ska, and other elements into a fast-paced, percussion heavy style of music which has since spread to other parts of the world. You can't help but be carried away by the music, especially when you see the local children get involved in Sa's school, which he founded to keep kids out of drug gangs. The rest of the film follows Sa's meteoric rise and his positivity changes many of the children's lives to seek a life beyond drug running. SPOILER: Just when the filmmakers thought they had wrapped filming, an unbelievable life changing event occurs of which the resolution has to be seen to be believed. The film then continues and you are gripped in your seat until the end.This film is a response to ""City of God,"" and a worthy one at that. The bleak situation portrayed in that movie is countered by a real example of how favela dwellers can overcome the dire situation they are in and use their resources to constructive ends. You can't help not liking and rooting for Anderson Sa to succeed.This film is terrifically shot, fast-paced, and is quite absorbing. Judging by the overwhelming response of the audience at last night's SilverDocs screening, the film should get domestic distribution in the US and the thumping soundtrack should be released as well. Keep an eye for this superlative documentary--it is excellent!",pos
"The problem with TV today is that people have been spoiled by ""lite"" TV viewing. This type of television show is the equivalent of elevator music or ""easy listening"" jazz. The typical viewers idea of ""continuity"" is remembering who got voted off the island last week and wondering who will be the next to go. Show them a program like surface, Firefly, Dr. Who, or anything with a plot arc of more than three episodes and...well, they'll just flip back to Survivor.95% of the sheep watching TV don't want to rack their brains. They want excuses to not think. They want to make sure the ""boob tube"" lives up to its name...and they don't want shows that try and go any other route. Because of this, Surface and many other high-quality shows that should have lasted far longer have gotten the axe.TV viewers don't want stories, or morals, or philosophy, or anything over a third grade vocabulary level. They want people eating earthworms, or over-dramatized ""real life"" series (no such thing! You cannot observe something without changing the very nature of what you observe) or hormonal shows involving groups of people having trysts and then bragging about it to their friends.Today's television is nothing but a wasteland, and the few diamonds you can pick out of the dust are just tossed out because no one even knows what a diamond is anymore. Surface was one of those diamonds.",pos
"Logged on to the imdb to say what a charming film Love Love is and am totally confused. Seems to me that someone has been getting their titles mixed up. ""Plastic demon baby"" what? This wasn't Love Life. A little bit luvy dovey for my tastes but a great, funny and original film. Especially liked the ending that didn't fall into the normal pit of cliche that all hollywood romantic films crash and burn it. Nine out of ten.",pos
"Oppenheimer' with Sam Waterston in the title role and with David Suchet as Evard Teller is an example of the docudrama at its very finest. Well written, well acted by actors who bear a believable resemblance to their historical characters, highly informative, and very entertaining. The set designs and costumes capture the feel of the US during World War 2, and the plotting and dialog make the viewer feel as if he were really present at Los Alamos and caught up in the excitement of the Manhattan Project. The only downside is that this is a British production, and some of the actors lack skill in affecting a convincing American accent. (The skill of current day Australian & Irish actors taking on non-native dialects is amazing.) The storyline is fully consistent with Richard Rhodes' definitive history of the development of the atomic bomb. Sadly, the mini-series was shown only a couple of times on PBS at the beginning of the 1980s and then apparently vanished into oblivion.'Oppenheimer' compares favorably to the more recent 'Fat Man & Little Boy' feature film with Paul Newman as Leslie Groves (the chronically overweight and rather homely General would be thoroughly flattered) and Dwight Schultz (alumnus of TV's 'A-Team') as Oppenheimer. As a mini-series, 'Oppenheimer' is around 4x as long as the Newman feature, but uses the all of the additional time completely to its advantage.",pos
"Watch it with an open mind, it is very different, nothing's cutesy about this. Very well done realistic tale of Tarzan. The animatronics chimpazees are well done for '84, Christopher Lambert was brilliant imitating chimpazee language and behavior. I wouldn't be surprised if he took lessons from Jane Goodall.",pos
"Swoon focuses on Leopold and Loeb's homosexual relationship - a facet of the case that has been mostly (and unjustly) ignored since their trial, even by Leopold himself in his autobiography. But, even in its treatment of this Swoon over does it by far. Worse, it twists, combines, and straight out alters the details of the case which will irritate anyone who knows much about it while at the same time managing to confuse those who are not familiar with it. While it is an interestingly made film, Swoon stinks.1 out of 10 - awful.",neg
"One of the movies i just DIDN'T want to see. I got it in the sneak-preview, but damn, the acting was very bad! At the end of the movie (i still am surprised i watched the whole movie..) i wondered why i watched the movie.Also here in the netherlands, the writer of this movie (it's filmed from a book of Giphart) thought it was very bad, and was disappointed that his movie came out like this. Next time he wants a role in choosing people for the cast.",neg
"New Orleans is nothing like how it is portrayed in thisdebacle of a film. Quaid's attempt at speaking with a cajunaccent (by the way, hardly anyone speaks that way in NewOrleans) is terrible. Plot = elementary and mindless. Thispicture refers to itself as a mystery, but a mystery involves agradual process whereby a viewer is given clues and twists throughout a film. There's none of that here. ""BigEasy"" tries to get by on trite New Orleans stereotypes. Don't be fooled - the real Big Easy is nothing like the townthat Quaid & Barkin bumble their way through.",neg
"I really wanted to like this film, especially after all the buzz I'd heard revolving around it. But, sadly, it just didn't work for me. Paranoid Park suffers from the same delusion Lost In Translation did--If you use very little dialogue, be heavy on the slow motion close ups and concentrate on pieces of fabric in the setting, then your story will magically come across as deep and thoughtful. Much of the plot line, if you can find a plot, of this film is contrived. I wasn't impressed with the 'write it all down' confessional being the way the protagonist deals with the accident--So what are we supposed to believe? He grew up happily ever after and wrote a book about his experiences, thus was vindicated for that horrific incident?What is, I suspect, supposed to be a film that evokes empathy for a young man who is directionless and faced with an impossible moral quandary, instead creates a portrait of a future sociopathic personality. He has no connection to anyone around him, and by the end of the film has no real sense of what is right or wrong. He has no direction at home and feels nothing for his friends. What we have is a portrait of a non-person, a spirit that merely coasts through life as he weaves his way along on his skateboard. I don't feel for him at all, and honestly I wish he'd been caught. The entire film centres not necessarily on his feelings of guilt, but on how he is going to avoid punishment and/or accountability for a bad decision. He not only gets away with it, he finds a way to subtly rationalise it. Quite a frightening, negative message, the suggestion being that so many of our youth are so disconnected from right and twrong that they simply make up the rules as they go along, serving themselves for good or ill. I find it an insulting treatsie on today's youth, and the pretentious arrogance of the film-maker drips thick with every plodding, overthought step and shifting eye.(He did murder the guard, but if you blink your eyes you miss it. Whether it was an act of mercy or not is hard to say--it could be he was so mortified he lashed out with his skateboard. When he runs to the security guard's car, one of the wheels of his skateboard is stained with blood. )",neg
"Stephen King TV movies can go 5 or 6 parts and no one complains, right? So why give the Stooges only 96 minutes? I'm not asking for a PBS mini-series, but would a two parter had killed anyone? The movie steamrolled over events that should have been mentioned and mentioned events that could have been omitted. I do want to give a salute to the performances of the stars...they had a tough job because they didn't really look like the Stooges, but the spirit was there. After watching the movie, I pulled out a tape from American Movie Classics that had the real deal on it and laughed myself silly. The movie was pretty tough emotionally, especially after Curly has the stroke and Moe needs to keep the business going. When Curley started crying I lost it...Like I said, the movie was good, but could have been and SHOULD have been much, much better. Maybe it's fitting though...the Stooges got ripped off when they were alive and now, 25 years later, it happens again.",neg
"Ingrid Bergman (Cleo Dulaine) has never been so beautiful. Gary Cooper as ""Cleent"" so perfectly cast as a laconic Texan who knows this gal is up to no good. When the two lock eyes at the French Market, we know this match will be full of sparks. When they stroll in her garden in her restored French Quarter house and the love theme plays it is a dream for all us romantics.The costumes are lovely; the set decoration makes you wish the ""Quarter"" was just that way. And that Saratoga still had that hotel with the wide veranda with all the old biddies gossiping.From Edna Ferbers novel, the story is of revenge for old wrongs and the fights over who would run the railroads in the early days of that industry.In the Saratoga scenes, Florence Bates as a grand dame steals every scene.But it is the scene of Cleo taking on the little lawyer her New Orleans relatives have sent to buy her off that is a Magic Movie Moment. After Cleo has bested him in the negotiations, he looks at her with longing and says ""may I say - you are very-beautiful"". And Cleo with a happy, wicked smile says ""yes, isn't it lucky."" You want to shout ""YES""!!!One of my all time favorite romantic films.",pos
"On a scale of 1-10 ""Suicidal Sweetheart"" got an 11 from me and from everyone else at this showing. The picture was incredibly funny. I told my wife ""It's obvious that this man walks on water but across a bed of fire, that's a bit much."" This is one of the very best blends of comedy, satire and uses of innuendo I have seen since Mel Brooks' ""Young Frankenstein"". I can't believe this picture was not picked up by a major studio.This ""Film Festival"" audience was sophisticated and was able to pick up on every comic innuendo either visual, spoken or implied. The characters are real and the combination of a great script and a great casting was obvious. Max and Grace are real people with real problems that are dealt with regardless of the odds of success. It keeps you smiling while being serious and laughing with all the indirect humor brilliantly built into this production.To sum it up, this is a ""must see"" picture.",pos
"A satire about greed and money, what? There is more greed in the intentions behind this fiasco than in any of the themes they pathetically try to make fun of. Jim Carrey's reign was certainly short lived. He is an unbearable presence on the screen. The insincerity of his portrayal is nothing short of creepy. He produced this, this ""masterpiece"" as well, so he can't blame anyone here. ""The number one comedy in America"" shout the desperate TV adds. Of course, Jim Carrey was suppose to guarantee full houses but the game is over. If I sound angry is because I am. I spent a sunny afternoon in California, plus, between tickets, parking, flat Cokes etc, almost 45 bucks on this thing, starring and produced by Mr Carry. Not anymore, do you hear? Not anymore.",neg
